user_id,user_name,street,city,state,zip,login_propensity,ip_address,user_agent
507f1f77bcf86cd799439073,mike_tyson,324 Pine Rd,Lakeland,FL,33801,0.3102,155.144.216.184,Opera/8.51.(Windows NT 4.0; hr-HR) Presto/2.9.170 Version/11.00
507f1f77bcf86cd799439074,nina_simone,435 Cedar Dr,Franklin,TN,37064,0.6117,101.60.73.55,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/15.0.892.0 Safari/536.1"
507f1f77bcf86cd799439075,oliver_twist,546 Elm St,Greenville,SC,29601,0.6241,205.8.124.140,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/32.0.896.0 Safari/535.0"
507f1f77bcf86cd799439076,penny_lane,657 Birch Ln,Redmond,WA,98052,0.4183,214.50.229.115,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/24.0.828.0 Mobile/69C218 Safari/534.1"
507f1f77bcf86cd799439077,quentin_tarantino,768 Willow Ct,Plano,TX,75023,0.2092,112.128.50.163,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/60.0.853.0 Safari/536.0"
507f1f77bcf86cd799439078,rachel_green,879 Aspen Pl,Albany,NY,12207,0.5691,116.63.239.198,Opera/9.38.(Windows NT 10.0; th-TH) Presto/2.9.190 Version/12.00
507f1f77bcf86cd799439079,steve_jobs,980 Spruce St,Tempe,AZ,85281,0.5664,15.72.69.169,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/40.0.890.0 Mobile/54X962 Safari/531.2"
507f1f77bcf86cd799439080,tina_fey,123 Poplar Ave,Orlando,FL,32801,0.4234,187.69.173.127,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/41.0.862.0 Safari/534.2"
507f1f77bcf86cd799439081,ursula_k_le_guin,234 Chestnut Blvd,Columbus,OH,43215,0.2094,108.0.51.192,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0)
507f1f77bcf86cd799439082,vince_vaughn,345 Magnolia Way,Charlotte,NC,28202,0.2893,155.233.210.55,"Mozilla/5.0 (Windows 95) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/62.0.897.0 Safari/532.2"
507f1f77bcf86cd799439083,will_smith,456 Sycamore Rd,Denver,CO,80203,0.4027,21.144.100.57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5 rv:6.0; nan-TW) AppleWebKit/533.47.7 (KHTML, like Gecko) Version/4.0.4 Safari/533.47.7"
507f1f77bcf86cd799439084,xena_warrior,567 Hickory St,Portland,OR,97205,0.6029,172.81.193.232,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/19.0.822.0 Safari/534.1"
507f1f77bcf86cd799439085,yoda_master,678 Redwood Dr,San Diego,CA,92101,0.5763,180.136.176.211,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0)
507f1f77bcf86cd799439086,zoe_saldana,789 Maple St,Springfield,IL,62704,0.81,97.190.149.244,Opera/9.49.(X11; Linux x86_64; he-IL) Presto/2.9.172 Version/10.00
507f1f77bcf86cd799439087,adam_sandler,890 Oak Ave,Centerville,OH,45459,0.4237,85.194.158.62,"Mozilla/5.0 (iPad; CPU iPad OS 2_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/54.0.818.0 Mobile/48L899 Safari/535.0"
507f1f77bcf86cd799439088,betty_white,901 Pine Rd,Lakeland,FL,33801,0.5073,193.114.117.8,"Mozilla/5.0 (Linux; Android 4.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/63.0.855.0 Safari/535.1"
507f1f77bcf86cd799439089,charlie_chaplin,102 Cedar Dr,Franklin,TN,37064,0.5994,135.233.25.225,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.1)
507f1f77bcf86cd799439090,dorothy_gale,213 Elm St,Greenville,SC,29601,0.2209,158.51.73.97,Mozilla/5.0 (Android 2.0.1; Mobile; rv:41.0) Gecko/41.0 Firefox/41.0
507f1f77bcf86cd799439091,ernest_hemingway,324 Birch Ln,Redmond,WA,98052,0.4893,163.119.42.2,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; gd-GB) AppleWebKit/535.5.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.5.6"
507f1f77bcf86cd799439092,frida_kahlo,435 Willow Ct,Plano,TX,75023,0.7259,195.195.10.183,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.1)
507f1f77bcf86cd799439093,gandhi_mahatma,546 Aspen Pl,Albany,NY,12207,0.5586,206.211.145.229,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_0; rv:1.9.4.20) Gecko/8968-09-07 18:42:05.587860 Firefox/8.0
507f1f77bcf86cd799439094,harry_potter,657 Spruce St,Tempe,AZ,85281,0.4532,98.145.75.84,Mozilla/5.0 (Android 3.2.2; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0
507f1f77bcf86cd799439095,indiana_jones,768 Poplar Ave,Orlando,FL,32801,0.3669,87.151.248.148,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/4.1)
507f1f77bcf86cd799439096,james_bond,879 Chestnut Blvd,Columbus,OH,43215,0.6233,124.161.232.178,Mozilla/5.0 (Android 2.3; Mobile; rv:21.0) Gecko/21.0 Firefox/21.0
507f1f77bcf86cd799439097,kate_winslet,980 Magnolia Way,Charlotte,NC,28202,0.4835,107.214.42.68,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3253-06-19 10:23:02.744766 Firefox/3.6.8
507f1f77bcf86cd799439098,leonardo_dicaprio,123 Sycamore Rd,Denver,CO,80203,0.4135,211.46.152.178,Mozilla/5.0 (Windows 95; mhr-RU; rv:1.9.2.20) Gecko/8608-01-03 16:15:23.156433 Firefox/14.0
507f1f77bcf86cd799439099,meryl_streep,234 Hickory St,Portland,OR,97205,0.3732,67.77.162.131,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/15.9t3164.0 Mobile/85U536 Safari/532.0"
507f1f77bcf86cd799439100,napoleon_bonaparte,345 Redwood Dr,San Diego,CA,92101,0.2816,88.147.92.135,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0)
507f1f77bcf86cd799439101,oprah_winfrey,456 Maple St,Springfield,IL,62704,0.7843,183.81.173.21,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1 rv:5.0; mai-IN) AppleWebKit/534.30.7 (KHTML, like Gecko) Version/4.1 Safari/534.30.7"
507f1f77bcf86cd799439102,pablo_picasso,567 Oak Ave,Centerville,OH,45459,0.49,148.49.3.49,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; wal-ET) AppleWebKit/531.1.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.1.7"
507f1f77bcf86cd799439103,queen_elizabeth,678 Pine Rd,Lakeland,FL,33801,0.6737,218.57.93.115,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/17.0.853.0 Mobile/47H200 Safari/532.0"
507f1f77bcf86cd799439104,robin_hood,789 Cedar Dr,Franklin,TN,37064,0.6299,197.141.237.50,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.1)
507f1f77bcf86cd799439105,sherlock_holmes,890 Elm St,Greenville,SC,29601,0.132,39.120.211.27,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0; rv:1.9.2.20) Gecko/3338-04-02 01:11:01.640869 Firefox/4.0
507f1f77bcf86cd799439106,tarzan_jungle,901 Birch Ln,Redmond,WA,98052,0.2974,157.216.165.176,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/56.0.874.0 Safari/533.0"
507f1f77bcf86cd799439107,ursula_andress,102 Willow Ct,Plano,TX,75023,0.3075,78.234.217.164,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/16.7x5577.0 Mobile/49K096 Safari/531.1"
507f1f77bcf86cd799439108,victor_frankenstein,213 Aspen Pl,Albany,NY,12207,0.6257,71.159.119.150,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/533.12.6 (KHTML, like Gecko) Version/5.0 Safari/533.12.6"
507f1f77bcf86cd799439109,william_shakespeare,324 Spruce St,Tempe,AZ,85281,0.4585,186.28.81.242,Opera/8.90.(X11; Linux x86_64; cs-CZ) Presto/2.9.166 Version/11.00
507f1f77bcf86cd799439110,xavier_school,435 Poplar Ave,Orlando,FL,32801,0.5529,16.174.47.64,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_4 rv:6.0; ca-IT) AppleWebKit/535.32.6 (KHTML, like Gecko) Version/5.1 Safari/535.32.6"
507f1f77bcf86cd799439111,yellow_submarine,546 Chestnut Blvd,Columbus,OH,43215,0.5847,120.71.152.221,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0 rv:4.0; xh-ZA) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/4.0.5 Safari/532.43.4"
507f1f77bcf86cd799439112,zorro_mask,657 Magnolia Way,Charlotte,NC,28202,0.3243,81.214.124.108,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/35.0.875.0 Safari/536.2"
507f1f77bcf86cd799439113,alice_cooper,768 Sycamore Rd,Denver,CO,80203,0.5905,112.97.249.154,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8 rv:3.0; aa-ET) AppleWebKit/533.49.4 (KHTML, like Gecko) Version/4.1 Safari/533.49.4"
507f1f77bcf86cd799439114,bruce_lee,879 Hickory St,Portland,OR,97205,0.4456,18.56.76.95,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.2.2 (KHTML, like Gecko) Version/4.1 Safari/532.2.2"
507f1f77bcf86cd799439115,clint_eastwood,980 Redwood Dr,San Diego,CA,92101,0.4896,147.25.251.199,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.1)
507f1f77bcf86cd799439116,david_bowie,123 Maple St,Springfield,IL,62704,0.5976,1.243.74.129,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4 rv:4.0; sa-IN) AppleWebKit/533.41.7 (KHTML, like Gecko) Version/5.1 Safari/533.41.7"
507f1f77bcf86cd799439117,elvis_presley,234 Oak Ave,Centerville,OH,45459,0.63,158.15.192.19,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.19.3 (KHTML, like Gecko) Version/4.0 Safari/531.19.3"
507f1f77bcf86cd799439118,freddie_mercury,345 Pine Rd,Lakeland,FL,33801,0.615,202.118.223.39,"Mozilla/5.0 (Linux; Android 3.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/60.0.812.0 Safari/534.0"
507f1f77bcf86cd799439119,greta_garbo,456 Cedar Dr,Franklin,TN,37064,0.5035,9.119.52.16,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.1)
507f1f77bcf86cd799439120,humphrey_bogart,567 Elm St,Greenville,SC,29601,0.5712,209.173.91.7,Mozilla/5.0 (Android 2.2.1; Mobile; rv:8.0) Gecko/8.0 Firefox/8.0
507f1f77bcf86cd799439121,ingrid_bergman,678 Birch Ln,Redmond,WA,98052,0.7909,73.11.219.247,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.0)
507f1f77bcf86cd799439122,john_lennon,789 Willow Ct,Plano,TX,75023,0.4644,122.194.199.5,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/5.0)
507f1f77bcf86cd799439123,kurt_cobain,890 Aspen Pl,Albany,NY,12207,0.4505,131.233.102.85,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8 rv:2.0; an-ES) AppleWebKit/531.9.2 (KHTML, like Gecko) Version/5.0.2 Safari/531.9.2"
507f1f77bcf86cd799439124,louis_armstrong,901 Spruce St,Tempe,AZ,85281,0.3288,148.224.119.173,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2966-11-26 19:16:41.962864 Firefox/3.6.20
